id,rowid,authors,title,journal,year,abstract,type,trait,measure,exp.methods,species,latin,taxa,Order,Family,strain,parasite.taxa,life.history.measured,setting,subset,Infection.type,migratory.leg2,ss,ss_infected,ss_healthy,slope,effect,stat,presented.p,adj.p,sig0.05,infection.measure,z,var.z,g,var.g,var.g1,function.,Effect.direction
60,88,"Pap, PL; Tokolyi, J; Szep, T",Frequency and consequences of feather holes in Barn Swallows Hirundo rustica,IBIS,2005,"The relationship between feather quality, estimated through the prevalence and intensity of feather holes, and the breeding performance and survival of the Barn Swallow Hirundo rustica was studied over a 5-year period. In addition, we present some indirect data on the role of chewing lice in producing the feather holes. The balanced distribution of feather holes (high prevalence, low aggregation) corresponds with the pattern of distribution of lice on colonial birds, and in the Barn Swallow. Feather holes were significantly and positively associated with the arrival dates of the birds, as both males and females with an increased number of feather holes started laying later. Females that survived the winter had significantly fewer holes than non-surviving females, whereas there was no difference in feather hole number between surviving and non-surviving males. Given that there was no association between the number of feather holes and body condition indices, except for the tail length of male Barn Swallows, we suggest that the negative effect of feather holes on the fitness of the birds is mainly apparent during periods of intensive locomotor activity, such as migration. Alternatively, if feather holes are an indicator of quality, those birds with a high intensity of feather holes may have been of poor quality. These birds may have been less able to cope with the environmental conditions, resulting in the lower survival and later arrival of the birds to the breeding grounds. The negative relationship between the length of the outermost tail feathers of males and the incidence of feather holes suggests that the tail is a condition-dependent secondary sexual characteristic.",O,Survival,Annual survival,na,Barn Swallow,Hirundo rustica,Bird,Passeriformes,Hirundinidae,Feather mites,Mites,Breeding,Field,Females,Single,Y,142,na,na,Not presented,4.58,F,0.04,0.04,1,Intensity,-0.17,0.01,NA,NA,NA,"pes(0.04,71,71)",Negative
69,105,"RATTI, O; DUFVA, R; ALATALO, RV",BLOOD PARASITES AND MALE FITNESS IN THE PIED FLYCATCHER,OECOLOGIA,1993,"In vertebrates the effect of parasites on host ecology has almost been ignored. Recently the view that well-adapted parasites do not harm their hosts has been challenged and there is growing evidence that parasites do have a present-day effect on a great variety of host fitness components. The pied flycatcher is a small migratory passerine bird. Any decrease in condition caused by disease should affect its ability to cope with physical demands of migration. Here we examine whether blood parasites have any effect on male arrival time. Males infected with Trypanosoma arrived on average 2 days later than males with nd Trypanosoma infection. Infected males also had shorter tails and tended to have shorter wings. By contrast, there was no difference in male arrival time between males infected with Haemoproteus and healthy males. It seems that Trypanosoma infection lowered male condition and consequently the ability to moult and migrate. The difference in length of feathers may have generated the difference in arrival times. Early arrival is highly important for males, since only the first males become polygynous and breeding prospects deteriorate rapidly with any delay in egg laying. Estimated reduction in breeding success for infected males was about 20%.",O,Phenology,Spring arrival,na,Pied flycatcher,Ficedula hypoleuca,Bird,Passeriformes,Muscicapidae,Trypanosoma,Protozoa,Breeding,Field,all,Single,Y,124,29,95,Not presented,6.62,F,0.01,0.01,1,Infection status,-0.23,0.01,-0.56,0.05,0.05,"pes(0.01,28,95)",Negative
69,106,"RATTI, O; DUFVA, R; ALATALO, RV",BLOOD PARASITES AND MALE FITNESS IN THE PIED FLYCATCHER,OECOLOGIA,1993,"In vertebrates the effect of parasites on host ecology has almost been ignored. Recently the view that well-adapted parasites do not harm their hosts has been challenged and there is growing evidence that parasites do have a present-day effect on a great variety of host fitness components. The pied flycatcher is a small migratory passerine bird. Any decrease in condition caused by disease should affect its ability to cope with physical demands of migration. Here we examine whether blood parasites have any effect on male arrival time. Males infected with Trypanosoma arrived on average 2 days later than males with nd Trypanosoma infection. Infected males also had shorter tails and tended to have shorter wings. By contrast, there was no difference in male arrival time between males infected with Haemoproteus and healthy males. It seems that Trypanosoma infection lowered male condition and consequently the ability to moult and migrate. The difference in length of feathers may have generated the difference in arrival times. Early arrival is highly important for males, since only the first males become polygynous and breeding prospects deteriorate rapidly with any delay in egg laying. Estimated reduction in breeding success for infected males was about 20%.",O,Phenology,Spring arrival,na,Pied flycatcher,Ficedula hypoleuca,Bird,Passeriformes,Muscicapidae,Haemoproteus ,Protozoa,Breeding,Field,all,Single,Y,124,50,74,Not presented,0.27,F,0.61,0.61,0,Infection status,-0.05,0.01,-0.09,0.03,0.03,"pes(0.61,49.6,74.4)",Negative
69,107,"RATTI, O; DUFVA, R; ALATALO, RV",BLOOD PARASITES AND MALE FITNESS IN THE PIED FLYCATCHER,OECOLOGIA,1993,"In vertebrates the effect of parasites on host ecology has almost been ignored. Recently the view that well-adapted parasites do not harm their hosts has been challenged and there is growing evidence that parasites do have a present-day effect on a great variety of host fitness components. The pied flycatcher is a small migratory passerine bird. Any decrease in condition caused by disease should affect its ability to cope with physical demands of migration. Here we examine whether blood parasites have any effect on male arrival time. Males infected with Trypanosoma arrived on average 2 days later than males with nd Trypanosoma infection. Infected males also had shorter tails and tended to have shorter wings. By contrast, there was no difference in male arrival time between males infected with Haemoproteus and healthy males. It seems that Trypanosoma infection lowered male condition and consequently the ability to moult and migrate. The difference in length of feathers may have generated the difference in arrival times. Early arrival is highly important for males, since only the first males become polygynous and breeding prospects deteriorate rapidly with any delay in egg laying. Estimated reduction in breeding success for infected males was about 20%.",O,Condition,Body mass,na,Pied flycatcher,Ficedula hypoleuca,Bird,Passeriformes,Muscicapidae,Trypanosoma,Protozoa,Breeding,Field,all,Single,Y,125,29,96,Not presented,0.36,F,0.55,0.55,0,Infection status,0.05,0.01,0.13,0.04,0.04,"pes(0.55,28.75,96.25)",Positive
65,104,"Righi, M; Gauthier, G",Natural infection by intestinal cestodes: variability and effect on growth in Greater Snow Goose goslings (Chen caerulescens atlantica),CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,2002,"We determined the species of intestinal helminths in Greater Snow Goose (Chen caerulescens atlantica) goslings and examined annual variability in infection levels over a 5-year period on Bylot Island, Nunavut. The intestines of 112 wild goslings collected when near fledging were examined. We also evaluated the effect of intestinal parasites on growth and behaviour of captive goslings in a controlled experiment. In 2000, one group (n = 11) was treated with anthelmintic drugs (Piperazine 52 for nematodes and Droncit(R) for cestodes) and the other (n = 14) was used as a control. Four hymenolepidid cestodes were identified: Drepanidotaenia lanceolata, Hymenolepis barrowensis, Microsomacanthus setigera, and Retinometra longivaginata. No nematodes were detected. Prevalence of intestinal cestodes in wild goslings was 100% but their abundance varied among years (from 28.9 +/- 2.7 to 175.2 +/- 49.7 (mean +/- SE) cestodes per host) and individuals. Captive goslings treated with anthelmintic drugs were free of parasites, whereas all control goslings were parasitized when sacrificed at 36 d, although cestode abundance in the latter group was much lower (4.2 +/- 0.7) than in wild goslings. There was no difference in growth rates between treated and control captive goslings until they were 36 d of age. However, treated goslings spent more time feeding than control ones, which suggests an effect of cestodes on host behaviour.",E,Condition,Growth rate,Parasite removal,Greater snow goose,Chen caerulescens atlantica,Bird,Anseriformes,Anatidae,Cestodes (general),Helminth,Breeding,Field,Juveniles,Single,N,25,14,11,Not presented,0.62,t,0.54,0.54,0,Infection status,-0.12,0.05,-0.24,0.15,0.15,"pes(0.54,11,14)",Negative
10,17,"Rojo, MA; Campos, F; Santamaria, T; Hernandez, MA",HAEMOSPORIDIANS IN IBERIAN BLUETHROATS LUSCINIA SVECICA,ARDEOLA,2014,"Haemosporidian infection (Plasmodium spp., Haemoproteus spp. and Leucocytozoon spp.) was analysed in 101 bluethroats Luscinia svecica captured in the Iberian Central Range during the 2007 and 2008 breeding seasons. Of them, 58.4% were infected with single infections of haemosporidians distributed between Plasmodium. spp. (42.9%), Haemoproteus spp. (30.3%) and Leucocytozoon spp. (14.3%). A smaller percentage harboured double infections (12.5%): in these double infections, three birds were found to be infected with Haemoproteus spp.-Haemoproteus spp., two with Haemoproteus spp.-Plasmodium spp. and two with Leucocytozoon spp.-Plasmodium spp. Twentyseven different mitochondrial DNA haplotypes of malaria parasites were found: a) eight belonging to Plasmodium spp., two of which (P-SGS1 and P-WW3) have previously been recorded in bluethroats in Sweden, and one which has been identified in this study for the first time (P-LSV10); b) thirteen belonging to Haemoproteus spp., four of which (WW2, EMSP003, RW1 and ARW1) have previously been recorded in birds with migratory habits and nine which are described for the first time in this study (H-LSVO1 H-LSV09); and c) six haplotypes of Leucocytozoon spp., of which one (Leucocytozoon 1BT2) has previously been recorded in bluethroats in Sweden and another is described for the first time in this study (L-LSV11). Our results show that body condition did not differ between infected and uninfected birds.",O,Condition,Condition index,na,Bluethroat,Luscinia svecica,Bird,Passeriformes,Muscicapidae,Haemoparasites,Protozoa,Breeding,Field,all,Single,Y,84,49,35,Not presented,0.02,F,0.09,0.09,0,Infection status,-0.01,0.01,-0.03,0.05,0.05,"pes(0.9,49.056,34.944)",None
11,18,"Santiago-Alarcon, D; Mettler, R; Segelbacher, G; Schaefer, HM",Haemosporidian parasitism in the blackcap Sylvia atricapilla in relation to spring arrival and body condition,JOURNAL OF AVIAN BIOLOGY,2013,"Parasites can exert strong selection on hosts. Throughout the year migrants are exposed to different sets of parasites, which may affect life history traits such as migratory schedules. Here, we studied the relationship between parasite infection and arrival date of blackcaps Sylvia atricapilla to their breeding grounds in Germany throughout a period of six years (2007-2012). We used two data sets, one that included all blackcaps and one that included only recaptured birds. We assesed whether parasites influence spring arrival to breeding grounds, and for the recaptured data set, we analysed temporal variation in parasitism (i.e. infection status and parasitaemia) throughout the breeding season. We used both microscopy and PCR (a fragment of 479 bp of the mtDNA cyt b) to determine haemosporidian infection. Blackcaps were mostly infected with Haemoproteus parabelopolskyi (lineages SYAT01 and SYAT02). Infection status, but not parasitaemia, was constant through time for individual birds; meaning that once a bird is infected, it most likely will retain the infection for life. We found that infection by haemosporidian parasites has no relationship to arrival date in this blackcap population; however, infection by H. parabelopolskyi has a marginally significant effect on arrival date of recaptured blackcaps, somewhat delaying their arrival to breeding grounds. Birds captured later in the season were more likely to be infected than those from early spring, and parasitaemia was frequently lower in birds captured earlier in the season compared to those captured later (summer).",O,Condition,Condition index,na,Blackcap,Sylvia atricapilla,Bird,Passeriformes,Sylviidae,Haemoparasites,Protozoa,Breeding,Field,all,Single,Y,297,208,89,Not presented,-1.2,Not presented,0.23,0.23,0,Infection status,-0.07,0.005,-0.15,0.02,0.02,"pes(0.23,207.9,89.1)",Negative
11,19,"Santiago-Alarcon, D; Mettler, R; Segelbacher, G; Schaefer, HM",Haemosporidian parasitism in the blackcap Sylvia atricapilla in relation to spring arrival and body condition,JOURNAL OF AVIAN BIOLOGY,2013,"Parasites can exert strong selection on hosts. Throughout the year migrants are exposed to different sets of parasites, which may affect life history traits such as migratory schedules. Here, we studied the relationship between parasite infection and arrival date of blackcaps Sylvia atricapilla to their breeding grounds in Germany throughout a period of six years (2007-2012). We used two data sets, one that included all blackcaps and one that included only recaptured birds. We assesed whether parasites influence spring arrival to breeding grounds, and for the recaptured data set, we analysed temporal variation in parasitism (i.e. infection status and parasitaemia) throughout the breeding season. We used both microscopy and PCR (a fragment of 479 bp of the mtDNA cyt b) to determine haemosporidian infection. Blackcaps were mostly infected with Haemoproteus parabelopolskyi (lineages SYAT01 and SYAT02). Infection status, but not parasitaemia, was constant through time for individual birds; meaning that once a bird is infected, it most likely will retain the infection for life. We found that infection by haemosporidian parasites has no relationship to arrival date in this blackcap population; however, infection by H. parabelopolskyi has a marginally significant effect on arrival date of recaptured blackcaps, somewhat delaying their arrival to breeding grounds. Birds captured later in the season were more likely to be infected than those from early spring, and parasitaemia was frequently lower in birds captured earlier in the season compared to those captured later (summer).",O,Phenology,Spring arrival,na,Blackcap,Sylvia atricapilla,Bird,Passeriformes,Sylviidae,Haemoparasites,Protozoa,Breeding,Field,all,Single,Y,297,208,89,Not presented,-0.9,Not presented,0.36,0.36,0,Infection status,0.05,0.005,0.12,0.02,0.02,"pes(0.36,207.9,89.1)",Positive
11,20,"Santiago-Alarcon, D; Mettler, R; Segelbacher, G; Schaefer, HM",Haemosporidian parasitism in the blackcap Sylvia atricapilla in relation to spring arrival and body condition,JOURNAL OF AVIAN BIOLOGY,2013,"Parasites can exert strong selection on hosts. Throughout the year migrants are exposed to different sets of parasites, which may affect life history traits such as migratory schedules. Here, we studied the relationship between parasite infection and arrival date of blackcaps Sylvia atricapilla to their breeding grounds in Germany throughout a period of six years (2007-2012). We used two data sets, one that included all blackcaps and one that included only recaptured birds. We assesed whether parasites influence spring arrival to breeding grounds, and for the recaptured data set, we analysed temporal variation in parasitism (i.e. infection status and parasitaemia) throughout the breeding season. We used both microscopy and PCR (a fragment of 479 bp of the mtDNA cyt b) to determine haemosporidian infection. Blackcaps were mostly infected with Haemoproteus parabelopolskyi (lineages SYAT01 and SYAT02). Infection status, but not parasitaemia, was constant through time for individual birds; meaning that once a bird is infected, it most likely will retain the infection for life. We found that infection by haemosporidian parasites has no relationship to arrival date in this blackcap population; however, infection by H. parabelopolskyi has a marginally significant effect on arrival date of recaptured blackcaps, somewhat delaying their arrival to breeding grounds. Birds captured later in the season were more likely to be infected than those from early spring, and parasitaemia was frequently lower in birds captured earlier in the season compared to those captured later (summer).",O,Phenology,Spring arrival,na,Blackcap,Sylvia atricapilla,Bird,Passeriformes,Sylviidae,Haemoparasites,Protozoa,Breeding,Field,all,Single,Y,21,np,np,0.094,1.8,t,0.086,0.086,0,Infection status,-0.32,0.03,-0.61,0.12,0.12,"tes(1.8,15,18)",Negative
78,128,"Satterfield, DA; Wright, AE; Altizer, S",Lipid reserves and immune defense in healthy and diseased migrating monarchs Danaus plexippus,CURRENT ZOOLOGY,2013,"Recent studies suggest that the energetic demands of long-distance migration might lower the pool of resources available for costly immune defenses. Moreover, migration could amplify the costs of parasitism if animals suffering from parasite-induced damage or depleted energy reserves are less able to migrate long distances. We investigated relationships between long-distance migration, infection, and immunity in wild fall-migrating monarch butterflies Danaus plexippus. Monarchs migrate annually from eastern North America to central Mexico, accumulating lipids essential for migration and winter survival as they travel southward. Monarchs are commonly infected by the debilitating protozoan parasite Ophryocystis elektroscirrha (OE). We collected data on lipid reserves, parasite loads, and two immune measures (hemocyte concentration and phenoloxidase activity) from wild monarchs migrating through north GA (USA) to ask whether (1) parasite infection negatively affects lipid reserves, and (2) greater investment in lipid reserves is associated with lower immune measures. Results showed that monarchs sampled later in the fall migration had lower but not significantly different immune measures and significantly higher lipid reserves than those sampled earlier. Lipid measures correlated negatively but only nearly significantly with one measure of immune defense (phenoloxidase activity) in both healthy and infected monarchs, but did not depend on monarch infection status or parasite load. These results provide weak support for a trade-off between energy reserves and immune defense in migrants, and suggest that previously-demonstrated costs of OE infection for monarch migration are not caused by depleted lipid reserves.",O,Condition,Lean mass,na,Monarch butterfly,Danaus plexippus,Insect,Lepidoptera,Nymphalidae,Ophryocystis elektroscirrha,Protozoa,Migration,Field,all,Single,Y,74,25,49,Not presented,6.5,F,0.013,0.013,1,Infection status,-0.29,0.01,-0.62,0.06,0.06,"pes(0.013,25,49)",Negative
78,129,"Satterfield, DA; Wright, AE; Altizer, S",Lipid reserves and immune defense in healthy and diseased migrating monarchs Danaus plexippus,CURRENT ZOOLOGY,2013,"Recent studies suggest that the energetic demands of long-distance migration might lower the pool of resources available for costly immune defenses. Moreover, migration could amplify the costs of parasitism if animals suffering from parasite-induced damage or depleted energy reserves are less able to migrate long distances. We investigated relationships between long-distance migration, infection, and immunity in wild fall-migrating monarch butterflies Danaus plexippus. Monarchs migrate annually from eastern North America to central Mexico, accumulating lipids essential for migration and winter survival as they travel southward. Monarchs are commonly infected by the debilitating protozoan parasite Ophryocystis elektroscirrha (OE). We collected data on lipid reserves, parasite loads, and two immune measures (hemocyte concentration and phenoloxidase activity) from wild monarchs migrating through north GA (USA) to ask whether (1) parasite infection negatively affects lipid reserves, and (2) greater investment in lipid reserves is associated with lower immune measures. Results showed that monarchs sampled later in the fall migration had lower but not significantly different immune measures and significantly higher lipid reserves than those sampled earlier. Lipid measures correlated negatively but only nearly significantly with one measure of immune defense (phenoloxidase activity) in both healthy and infected monarchs, but did not depend on monarch infection status or parasite load. These results provide weak support for a trade-off between energy reserves and immune defense in migrants, and suggest that previously-demonstrated costs of OE infection for monarch migration are not caused by depleted lipid reserves.",O,Condition,Lipid stores,na,Monarch butterfly,Danaus plexippus,Insect,Lepidoptera,Nymphalidae,Ophryocystis elektroscirrha,Protozoa,Migration,Field,all,Single,Y,74,25,49,Not presented,Not presented,F,Not significant,0.5,0,Infection status,NA,NA,NA,NA,NA,,Negative
48,63,"Sivertsgard, R; Thorstad, EB; Okland, F; Finstad, B; Bjorn, PA; Jepsen, N; Nordal, T; McKinley, RS",Effects of salmon lice infection and salmon lice protection on fjord migrating Atlantic salmon and brown trout post-smolts,HYDROBIOLOGIA,2007,"Effects of artificial salmon lice infection and pharmaceutical salmon lice prophylaxis on survival and rate of progression of Atlantic salmon (n = 72) and brown trout post-smolts (n = 72) during their fjord migration, were studied by telemetry. The infected groups were artificially exposed to infective salmon lice larvae in the laboratory immediately before release in the inner part of the fjord to simulate a naturally high infection pressure. Groups of infected Atlantic salmon (n = 20) and brown trout (n = 12) were also retained in the hatchery to control the infection intensity and lice development during the study period. Neither salmon lice infection nor pharmaceutical prophylaxis had any effects on survival and rate of progression of fjord migrating Atlantic salmon post-smolts compared to control fish. Atlantic salmon spent on average only 151.2 h (maximum 207.3 h) in passing the 80 km fjord system and had, thus, entered the ocean when the more pathogenic pre-adult and adult lice stages developed. The brown trout, in comparison to Atlantic salmon, remained to a larger extent than Atlantic salmon in the inner part of the fjord system. No effect of salmon lice infection, or protection, was found in brown trout during the first weeks of their fjord migration. Brown trout will, to a larger extent than Atlantic salmon, stay in the fjord areas when salmon lice infections reach the more pathogenic pre-adult and adult stages. In contrast to Atlantic salmon, they will thereby possess the practical capability of returning to freshwater when encountering severe salmon lice attacks.",E,Survival,Migration survival,Parasite addition,Atlantic salmon,Salmo salar,Fish,Salmoniformes,Salmonidae,L. salmonis,Mites,Migration,Field,all,Single,N,47,22,25,Not presented,Not presented,X2,Unclear,0.7,0,Infection status,0.06,0.02,0.11,0.08,0.08,"pes(0.7,22,25)",Positive
48,64,"Sivertsgard, R; Thorstad, EB; Okland, F; Finstad, B; Bjorn, PA; Jepsen, N; Nordal, T; McKinley, RS",Effects of salmon lice infection and salmon lice protection on fjord migrating Atlantic salmon and brown trout post-smolts,HYDROBIOLOGIA,2007,"Effects of artificial salmon lice infection and pharmaceutical salmon lice prophylaxis on survival and rate of progression of Atlantic salmon (n = 72) and brown trout post-smolts (n = 72) during their fjord migration, were studied by telemetry. The infected groups were artificially exposed to infective salmon lice larvae in the laboratory immediately before release in the inner part of the fjord to simulate a naturally high infection pressure. Groups of infected Atlantic salmon (n = 20) and brown trout (n = 12) were also retained in the hatchery to control the infection intensity and lice development during the study period. Neither salmon lice infection nor pharmaceutical prophylaxis had any effects on survival and rate of progression of fjord migrating Atlantic salmon post-smolts compared to control fish. Atlantic salmon spent on average only 151.2 h (maximum 207.3 h) in passing the 80 km fjord system and had, thus, entered the ocean when the more pathogenic pre-adult and adult lice stages developed. The brown trout, in comparison to Atlantic salmon, remained to a larger extent than Atlantic salmon in the inner part of the fjord system. No effect of salmon lice infection, or protection, was found in brown trout during the first weeks of their fjord migration. Brown trout will, to a larger extent than Atlantic salmon, stay in the fjord areas when salmon lice infections reach the more pathogenic pre-adult and adult stages. In contrast to Atlantic salmon, they will thereby possess the practical capability of returning to freshwater when encountering severe salmon lice attacks.",E,Survival,Migration survival,Parasite removal,Atlantic salmon,Salmo salar,Fish,Salmoniformes,Salmonidae,L. salmonis,Mites,Migration,Field,all,Single,N,50,25,25,Not presented,Not presented,X2,Unclear,0.7,0,Infection status,0.05,0.02,0,0.08,0.08,"pes(0.7,25,25)",None
48,65,"Sivertsgard, R; Thorstad, EB; Okland, F; Finstad, B; Bjorn, PA; Jepsen, N; Nordal, T; McKinley, RS",Effects of salmon lice infection and salmon lice protection on fjord migrating Atlantic salmon and brown trout post-smolts,HYDROBIOLOGIA,2007,"Effects of artificial salmon lice infection and pharmaceutical salmon lice prophylaxis on survival and rate of progression of Atlantic salmon (n = 72) and brown trout post-smolts (n = 72) during their fjord migration, were studied by telemetry. The infected groups were artificially exposed to infective salmon lice larvae in the laboratory immediately before release in the inner part of the fjord to simulate a naturally high infection pressure. Groups of infected Atlantic salmon (n = 20) and brown trout (n = 12) were also retained in the hatchery to control the infection intensity and lice development during the study period. Neither salmon lice infection nor pharmaceutical prophylaxis had any effects on survival and rate of progression of fjord migrating Atlantic salmon post-smolts compared to control fish. Atlantic salmon spent on average only 151.2 h (maximum 207.3 h) in passing the 80 km fjord system and had, thus, entered the ocean when the more pathogenic pre-adult and adult lice stages developed. The brown trout, in comparison to Atlantic salmon, remained to a larger extent than Atlantic salmon in the inner part of the fjord system. No effect of salmon lice infection, or protection, was found in brown trout during the first weeks of their fjord migration. Brown trout will, to a larger extent than Atlantic salmon, stay in the fjord areas when salmon lice infections reach the more pathogenic pre-adult and adult stages. In contrast to Atlantic salmon, they will thereby possess the practical capability of returning to freshwater when encountering severe salmon lice attacks.",E,Movement,Speed,Parasite addition,Atlantic salmon,Salmo salar,Fish,Salmoniformes,Salmonidae,L. salmonis,Mites,Migration,Field,all,Single,N,30,15,15,Not presented,Not presented,Not presented,Not presented,0.75,0,Infection status,0.06,0.04,0.11,0.13,0.13,"pes(0.75,15,15)",Positive
48,66,"Sivertsgard, R; Thorstad, EB; Okland, F; Finstad, B; Bjorn, PA; Jepsen, N; Nordal, T; McKinley, RS",Effects of salmon lice infection and salmon lice protection on fjord migrating Atlantic salmon and brown trout post-smolts,HYDROBIOLOGIA,2007,"Effects of artificial salmon lice infection and pharmaceutical salmon lice prophylaxis on survival and rate of progression of Atlantic salmon (n = 72) and brown trout post-smolts (n = 72) during their fjord migration, were studied by telemetry. The infected groups were artificially exposed to infective salmon lice larvae in the laboratory immediately before release in the inner part of the fjord to simulate a naturally high infection pressure. Groups of infected Atlantic salmon (n = 20) and brown trout (n = 12) were also retained in the hatchery to control the infection intensity and lice development during the study period. Neither salmon lice infection nor pharmaceutical prophylaxis had any effects on survival and rate of progression of fjord migrating Atlantic salmon post-smolts compared to control fish. Atlantic salmon spent on average only 151.2 h (maximum 207.3 h) in passing the 80 km fjord system and had, thus, entered the ocean when the more pathogenic pre-adult and adult lice stages developed. The brown trout, in comparison to Atlantic salmon, remained to a larger extent than Atlantic salmon in the inner part of the fjord system. No effect of salmon lice infection, or protection, was found in brown trout during the first weeks of their fjord migration. Brown trout will, to a larger extent than Atlantic salmon, stay in the fjord areas when salmon lice infections reach the more pathogenic pre-adult and adult stages. In contrast to Atlantic salmon, they will thereby possess the practical capability of returning to freshwater when encountering severe salmon lice attacks.",E,Movement,Speed,Parasite removal,Atlantic salmon,Salmo salar,Fish,Salmoniformes,Salmonidae,L. salmonis,Mites,Migration,Field,all,Single,N,33,15,18,Not presented,Not presented,Not presented,Not presented,0.65,0,Infection status,0.08,0.03,0.16,0.12,0.12,"pes(0.65,15,18)",Positive
40,54,"Sjoberg, NB; Petersson, E; Wickstrom, H; Hansson, S",Effects of the swimbladder parasite Anguillicola crassus on the migration of European silver eels Anguilla anguilla in the Baltic Sea,JOURNAL OF FISH BIOLOGY,2009,"In a mark-recapture study in 2006, migrating European Anguilla anguilla silver eels were caught, tagged and released in the Baltic Sea and recaptures in commercial pound nets examined for possible effects on migration of infection with the swimbladder parasite Anguillicola crassus. The overall recapture rate was 36%. The prevalence of infection was lowest at the northernmost sampling site. There were no significant differences between infected and uninfected A. anguilla in condition indices, body fat content and estimated migration speeds. Parasite infection intensity levels were significantly negatively correlated with times and distances covered between release and recapture, but did not correlate with migration speed. It appears that more heavily infected A. anguilla were relatively more vulnerable to recapture in pound nets. It is hypothesized that parasite-induced damage to the swimbladder inhibited vertical migrations and infected A. anguilla tended to migrate in shallower coastal waters, relatively close to the shore.",O,Movement,Distance travelled,na,European Eel,Anguilla anguilla,Fish,Anguilliformes,Anguillidae,Anguillicola crassus,Helminth,Migration,Field,all,Single,Y,190,na,na,1.79,Not presented,X2,<0.05,0.05,1,Intensity,-0.12,0.01,NA,NA,NA,"res(0.12,,190)",Negative
40,55,"Sjoberg, NB; Petersson, E; Wickstrom, H; Hansson, S",Effects of the swimbladder parasite Anguillicola crassus on the migration of European silver eels Anguilla anguilla in the Baltic Sea,JOURNAL OF FISH BIOLOGY,2009,"In a mark-recapture study in 2006, migrating European Anguilla anguilla silver eels were caught, tagged and released in the Baltic Sea and recaptures in commercial pound nets examined for possible effects on migration of infection with the swimbladder parasite Anguillicola crassus. The overall recapture rate was 36%. The prevalence of infection was lowest at the northernmost sampling site. There were no significant differences between infected and uninfected A. anguilla in condition indices, body fat content and estimated migration speeds. Parasite infection intensity levels were significantly negatively correlated with times and distances covered between release and recapture, but did not correlate with migration speed. It appears that more heavily infected A. anguilla were relatively more vulnerable to recapture in pound nets. It is hypothesized that parasite-induced damage to the swimbladder inhibited vertical migrations and infected A. anguilla tended to migrate in shallower coastal waters, relatively close to the shore.",O,Movement,Distance travelled,na,European Eel,Anguilla anguilla,Fish,Anguilliformes,Anguillidae,Anguillicola crassus,Helminth,Migration,Field,all,Single,Y,163,87,74,5,5,t,0.00001,1.00E-05,1,Infection status,-0.39,0.01,-0.79,0.03,0.03,"tes(5,87,74)",Negative
79,130,Sorensen et al.,A rare study from the wintering grounds provides insight into the costs of malaria infection for migratory birds,JOURNAL OF AVIAN BIOLOGY,2016,"Malaria parasites can have strong effects on the population dynamics and evolution of migratory bird species. In many species, parasite transmission occurs on the wintering grounds, but studies to determine the consequences of infection have taken place during the breeding season, when malaria parasites circulate at chronic levels. We examined the predictors of malarial infections for great reed warblers during the northern winter in Africa, where active parasite transmission is thought to occur and naïve individuals experience acute infections. Counter to expectations, we found that winter infection intensities were lower than those encountered on the breeding grounds. One potential explanation is that reduced immune function during breeding allows parasites to persist at higher chronic intensities. We found no relationships between the incidence or intensity of infection on condition (as measured by scaled mass index, plasma metabolites, and feather corticosterone), spring migration departure dates, or home range sizes. We also tested a prediction of the Hamilton-Zuk hypothesis and found that male ornament (song) quality was unrelated to parasitic infection status. Overall, our results provide the first evidence that long-distance migrants captured on their wintering grounds are in the chronic stage of infection, and suggest that winter studies may fare no better than breeding studies at determining the costs of acute malarial infection for great reed warblers.",O,Condition,Condition index,na,Great reed warbler,Acrocephalus arundinaceus,Bird,Passeriformes,Acrocephalidae,Haemoparasites,Protozoa,Non-breeding,Field,all,Single,N,57,26,31,Not presented,0.1,F,0.9,0.9,0,Infection status,0.02,0.02,0.03,0.07,0.07,"pes(0.9,26,31)",Positive
79,131,Sorensen et al.,A rare study from the wintering grounds provides insight into the costs of malaria infection for migratory birds,JOURNAL OF AVIAN BIOLOGY,2016,"Malaria parasites can have strong effects on the population dynamics and evolution of migratory bird species. In many species, parasite transmission occurs on the wintering grounds, but studies to determine the consequences of infection have taken place during the breeding season, when malaria parasites circulate at chronic levels. We examined the predictors of malarial infections for great reed warblers during the northern winter in Africa, where active parasite transmission is thought to occur and naïve individuals experience acute infections. Counter to expectations, we found that winter infection intensities were lower than those encountered on the breeding grounds. One potential explanation is that reduced immune function during breeding allows parasites to persist at higher chronic intensities. We found no relationships between the incidence or intensity of infection on condition (as measured by scaled mass index, plasma metabolites, and feather corticosterone), spring migration departure dates, or home range sizes. We also tested a prediction of the Hamilton-Zuk hypothesis and found that male ornament (song) quality was unrelated to parasitic infection status. Overall, our results provide the first evidence that long-distance migrants captured on their wintering grounds are in the chronic stage of infection, and suggest that winter studies may fare no better than breeding studies at determining the costs of acute malarial infection for great reed warblers.",O,Condition,Condition index,na,Great reed warbler,Acrocephalus arundinaceus,Bird,Passeriformes,Acrocephalidae,Haemoparasites,Protozoa,Non-breeding,Field,all,Single,N,57,na,na,Not presented,0.1,F,0.9,0.9,0,Intensity,-0.02,0.02,NA,NA,NA,"pes(0.9,28.5,28.5)",Negative
